1519, 764, 741, 1224, 920, 1004,,,,,,,,,,,,,,,,,,,,,,
484, 1366, 278, 839,,,,,,,,,,,,,,,,,,,,,,,,
937, 34,,,,,,,,,,,,,,,,,,,,,,,,,,
402, 1323, 1261, 718, 375, 990,,,,,,,,,,,,,,,,,,,,,,
711, 207,,,,,,,,,,,,,,,,,,,,,,,,,,
45, 1392, 51,,,,,,,,,,,,,,,,,,,,,,,,,
1507, 525, 769, 452, 1401, 1257, 1274,,,,,,,,,,,,,,,,,,,,,
441, 1550,,,,,,,,,,,,,,,,,,,,,,,,,,
756, 1011, 1388, 672, 1261, 639, 1361, 340,,,,,,,,,,,,,,,,,,,,
601, 750, 301, 505,,,,,,,,,,,,,,,,,,,,,,,,
867, 1377, 262,,,,,,,,,,,,,,,,,,,,,,,,,
1243, 180, 983, 960, 1443, 1139,,,,,,,,,,,,,,,,,,,,,,
1515, 960, 1482, 1060, 1182, 400,,,,,,,,,,,,,,,,,,,,,,
412, 1187, 418, 755, 572, 1121, 618,,,,,,,,,,,,,,,,,,,,,
1437, 507, 910, 528, 215, 1030,,,,,,,,,,,,,,,,,,,,,,
779,,,,,,,,,,,,,,,,,,,,,,,,,,,
472, 422, 572,,,,,,,,,,,,,,,,,,,,,,,,,
828,,,,,,,,,,,,,,,,,,,,,,,,,,,
1531, 1108, 1231, 449, 1237, 16,,,,,,,,,,,,,,,,,,,,,,
1302, 293, 204, 886, 397, 720, 896, 780,,,,,,,,,,,,,,,,,,,,
1300, 292, 202, 884, 1540, 718, 895, 778,,,,,,,,,,,,,,,,,,,,
1224, 255, 1191,,,,,,,,,,,,,,,,,,,,,,,,,
727, 783, 201, 804, 966, 1210, 893,,,,,,,,,,,,,,,,,,,,,
1170, 188, 431, 115, 1064,,,,,,,,,,,,,,,,,,,,,,,
542, 612, 1228, 525, 662, 1078,,,,,,,,,,,,,,,,,,,,,,
722,,,,,,,,,,,,,,,,,,,,,,,,,,,
416, 1338, 1276, 733, 390, 1005,,,,,,,,,,,,,,,,,,,,,,
1280, 378, 1114, 1291,,,,,,,,,,,,,,,,,,,,,,,,
163, 1338,,,,,,,,,,,,,,,,,,,,,,,,,,
975, 1497, 1075, 1197, 415, 1204, 1540, 1357,,,,,,,,,,,,,,,,,,,,
748, 1097, 49, 492, 721,,,,,,,,,,,,,,,,,,,,,,,
1149, 273, 928, 106, 1427, 1311, 102,,,,,,,,,,,,,,,,,,,,,
647, 440,,,,,,,,,,,,,,,,,,,,,,,,,,
645, 861, 212, 1015, 578,,,,,,,,,,,,,,,,,,,,,,,
1444, 196, 1238, 1228, 845, 849,,,,,,,,,,,,,,,,,,,,,,
1338, 1182, 506, 562,,,,,,,,,,,,,,,,,,,,,,,,
1432, 489, 1344, 1481, 339, 649, 1278,,,,,,,,,,,,,,,,,,,,,
1206, 663, 320, 936, 646, 370, 786,,,,,,,,,,,,,,,,,,,,,
181, 929, 241,,,,,,,,,,,,,,,,,,,,,,,,,
872, 556, 1504, 217, 233, 183,,,,,,,,,,,,,,,,,,,,,,
1192, 1248,,,,,,,,,,,,,,,,,,,,,,,,,,
779, 1249, 667, 856, 1432, 118, 1360, 750,,,,,,,,,,,,,,,,,,,,
1552, 609, 1464, 43, 459, 356, 1398, 243, 833, 743,,,,,,,,,,,,,,,,,,
167, 1515, 174, 1083,,,,,,,,,,,,,,,,,,,,,,,,
965, 849, 1198, 150, 179,,,,,,,,,,,,,,,,,,,,,,,
1313, 637, 693, 111, 714, 876, 1119, 803,,,,,,,,,,,,,,,,,,,,
726, 1448, 427, 1203, 433, 770, 587,,,,,,,,,,,,,,,,,,,,,
1125,,,,,,,,,,,,,,,,,,,,,,,,,,,
419, 436,,,,,,,,,,,,,,,,,,,,,,,,,,
1087, 1343,,,,,,,,,,,,,,,,,,,,,,,,,,
633,,,,,,,,,,,,,,,,,,,,,,,,,,,
1206, 51,,,,,,,,,,,,,,,,,,,,,,,,,,
173, 1028, 1165, 23, 333, 961,,,,,,,,,,,,,,,,,,,,,,
385, 29, 1511, 1328, 319, 229,,,,,,,,,,,,,,,,,,,,,,
189, 1258, 22, 199, 82, 432,,,,,,,,,,,,,,,,,,,,,,
903, 1558,,,,,,,,,,,,,,,,,,,,,,,,,,
449,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019, 663, 586, 403,,,,,,,,,,,,,,,,,,,,,,,,
1397, 709, 72, 10,,,,,,,,,,,,,,,,,,,,,,,,
425, 1041, 752, 475,,,,,,,,,,,,,,,,,,,,,,,,
336, 752, 1062, 546, 1349, 1220,,,,,,,,,,,,,,,,,,,,,,
429, 1045, 342,,,,,,,,,,,,,,,,,,,,,,,,,
601, 1377, 607,,,,,,,,,,,,,,,,,,,,,,,,,
1134, 1230, 115, 758, 801,,,,,,,,,,,,,,,,,,,,,,,
1133,,,,,,,,,,,,,,,,,,,,,,,,,,,
1093, 1349,,,,,,,,,,,,,,,,,,,,,,,,,,
413, 723, 207, 196, 1372, 1376, 633, 986,,,,,,,,,,,,,,,,,,,,
1556, 880,,,,,,,,,,,,,,,,,,,,,,,,,,
1010, 1346,,,,,,,,,,,,,,,,,,,,,,,,,,
664, 681, 631,,,,,,,,,,,,,,,,,,,,,,,,,
210, 1026, 138, 100,,,,,,,,,,,,,,,,,,,,,,,,
610, 1186, 1429,,,,,,,,,,,,,,,,,,,,,,,,,
743, 720, 1300,,,,,,,,,,,,,,,,,,,,,,,,,
806, 396, 1212, 323, 286, 1129,,,,,,,,,,,,,,,,,,,,,,
1029, 1339, 823,,,,,,,,,,,,,,,,,,,,,,,,,
1517, 15, 990, 1180,,,,,,,,,,,,,,,,,,,,,,,,
1061, 1343, 495, 339, 1221, 1277,,,,,,,,,,,,,,,,,,,,,,
1346, 670, 726, 144, 333, 909, 1153, 836,,,,,,,,,,,,,,,,,,,,
889, 1425,,,,,,,,,,,,,,,,,,,,,,,,,,
399, 975,,,,,,,,,,,,,,,,,,,,,,,,,,
338, 1341, 305, 1441, 5, 781, 426, 349, 1246, 237, 147, 830, 1485, 663, 426,,,,,,,,,,,,,
792, 10, 798, 1135,,,,,,,,,,,,,,,,,,,,,,,,
500, 384, 733, 1243,,,,,,,,,,,,,,,,,,,,,,,,
500, 956, 733, 257, 1272, 1343, 400,,,,,,,,,,,,,,,,,,,,,
49, 159, 242, 1550, 741, 53,,,,,,,,,,,,,,,,,,,,,,
828, 339,,,,,,,,,,,,,,,,,,,,,,,,,,
1454,,,,,,,,,,,,,,,,,,,,,,,,,,,
188, 776, 154, 876, 1413,,,,,,,,,,,,,,,,,,,,,,,
189, 777, 155, 877, 1414,,,,,,,,,,,,,,,,,,,,,,,
721, 471, 1220, 118,,,,,,,,,,,,,,,,,,,,,,,,
97, 1432, 956, 413, 484, 1100,,,,,,,,,,,,,,,,,,,,,,
1443, 1287, 611, 667,,,,,,,,,,,,,,,,,,,,,,,,
1216,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,,,,,,,,,,,,,,,,,,,,,,,,,,,
1508, 1152, 1075, 892, 1441, 1352,,,,,,,,,,,,,,,,,,,,,,
83, 272, 849, 1092,,,,,,,,,,,,,,,,,,,,,,,,
854, 111, 367, 744, 28,,,,,,,,,,,,,,,,,,,,,,,
1120, 324, 328, 1143,,,,,,,,,,,,,,,,,,,,,,,,
181, 1517, 1040, 498, 568, 1184, 481,,,,,,,,,,,,,,,,,,,,,
1483,,,,,,,,,,,,,,,,,,,,,,,,,,,
763, 1273, 158,,,,,,,,,,,,,,,,,,,,,,,,,
1302, 1065, 948, 1298,,,,,,,,,,,,,,,,,,,,,,,,
1465, 696, 1033, 849,,,,,,,,,,,,,,,,,,,,,,,,
236, 586, 1095,,,,,,,,,,,,,,,,,,,,,,,,,
110, 100, 1275, 1279,,,,,,,,,,,,,,,,,,,,,,,,
684, 1167, 1277, 1360,,,,,,,,,,,,,,,,,,,,,,,,
112, 101, 1277, 867,,,,,,,,,,,,,,,,,,,,,,,,
736, 1231, 476,,,,,,,,,,,,,,,,,,,,,,,,,
706, 723, 673,,,,,,,,,,,,,,,,,,,,,,,,,
1093, 1203, 1286, 1037,,,,,,,,,,,,,,,,,,,,,,,,
386, 31, 1512, 1329, 320, 230,,,,,,,,,,,,,,,,,,,,,,
1468, 127, 622, 1425, 1402, 326, 23,,,,,,,,,,,,,,,,,,,,,
975, 1231,,,,,,,,,,,,,,,,,,,,,,,,,,
921, 1164, 848, 239,,,,,,,,,,,,,,,,,,,,,,,,
44, 805, 809, 66, 322, 699,,,,,,,,,,,,,,,,,,,,,,
830, 1446, 1156, 880, 1296, 48,,,,,,,,,,,,,,,,,,,,,,
862, 225, 1307, 1178, 835, 1450, 1161, 885,,,,,,,,,,,,,,,,,,,,
494, 1270, 500, 837, 654, 1203, 700, 1382,,,,,,,,,,,,,,,,,,,,
820, 410, 1225, 337, 300, 1142,,,,,,,,,,,,,,,,,,,,,,
1482, 207, 503, 347, 1229, 141, 702,,,,,,,,,,,,,,,,,,,,,
635, 811,,,,,,,,,,,,,,,,,,,,,,,,,,
1029, 1539, 424, 1067,,,,,,,,,,,,,,,,,,,,,,,,
1393, 1476, 1226, 417, 873, 650, 174,,,,,,,,,,,,,,,,,,,,,
857, 221, 158, 1174, 928, 1543, 1254, 977,,,,,,,,,,,,,,,,,,,,
1028,,,,,,,,,,,,,,,,,,,,,,,,,,,
1127, 1422, 1266, 590, 1060,,,,,,,,,,,,,,,,,,,,,,,
1296, 87, 183, 626, 1269, 1312, 37,,,,,,,,,,,,,,,,,,,,,
497, 753, 1129, 414, 1002, 380, 1102,,,,,,,,,,,,,,,,,,,,,
1029, 447, 636, 1212,,,,,,,,,,,,,,,,,,,,,,,,
191, 1179, 503, 973, 391, 580,,,,,,,,,,,,,,,,,,,,,,
1122, 46, 156, 240, 1548, 739,,,,,,,,,,,,,,,,,,,,,,
450, 893, 1536,,,,,,,,,,,,,,,,,,,,,,,,,
556, 452,,,,,,,,,,,,,,,,,,,,,,,,,,
374, 954, 1064, 1147, 897,,,,,,,,,,,,,,,,,,,,,,,
1001, 845,,,,,,,,,,,,,,,,,,,,,,,,,,
734, 1362, 208,,,,,,,,,,,,,,,,,,,,,,,,,
1303, 1280, 205, 315, 398,,,,,,,,,,,,,,,,,,,,,,,
68, 989, 927, 384,,,,,,,,,,,,,,,,,,,,,,,,
560, 456,,,,,,,,,,,,,,,,,,,,,,,,,,
1035, 1453, 84, 661,,,,,,,,,,,,,,,,,,,,,,,,
733, 789, 207, 396, 973, 1216, 900,,,,,,,,,,,,,,,,,,,,,
463, 1146, 657,,,,,,,,,,,,,,,,,,,,,,,,,
1452, 655, 659, 1475, 172, 549, 1305, 296, 207, 889, 1545, 723, 900, 783,,,,,,,,,,,,,,
1360, 1349,,,,,,,,,,,,,,,,,,,,,,,,,,
367, 1422, 546, 58, 380, 557, 440,,,,,,,,,,,,,,,,,,,,,
997, 1413, 1309, 793, 1197,,,,,,,,,,,,,,,,,,,,,,,
1432, 810, 1532, 511, 873,,,,,,,,,,,,,,,,,,,,,,,
1266, 70, 1272, 1195,,,,,,,,,,,,,,,,,,,,,,,,
1486, 877,,,,,,,,,,,,,,,,,,,,,,,,,,
887, 171, 760,,,,,,,,,,,,,,,,,,,,,,,,,
620, 1102, 1213, 1296,,,,,,,,,,,,,,,,,,,,,,,,
699, 570, 227, 843, 554, 277,,,,,,,,,,,,,,,,,,,,,,
621,,,,,,,,,,,,,,,,,,,,,,,,,,,
503, 1213,,,,,,,,,,,,,,,,,,,,,,,,,,
51,,,,,,,,,,,,,,,,,,,,,,,,,,,
1270,,,,,,,,,,,,,,,,,,,,,,,,,,,
254, 1456, 1379, 1196, 187, 98, 780, 291,,,,,,,,,,,,,,,,,,,,
1516, 54, 497, 1140, 1184, 1466,,,,,,,,,,,,,,,,,,,,,,
1482, 566, 610, 893, 44, 1032, 356, 826,,,,,,,,,,,,,,,,,,,,
407, 717, 298, 288, 1463, 1467, 725, 981,,,,,,,,,,,,,,,,,,,,
801, 1310, 195,,,,,,,,,,,,,,,,,,,,,,,,,
669, 1206, 10, 1212, 1135, 952, 1501, 1412,,,,,,,,,,,,,,,,,,,,
324, 474, 24,,,,,,,,,,,,,,,,,,,,,,,,,
1536, 794, 1050, 1426, 710, 1299, 677, 1399,,,,,,,,,,,,,,,,,,,,
1429, 820,,,,,,,,,,,,,,,,,,,,,,,,,,
724, 221,,,,,,,,,,,,,,,,,,,,,,,,,,
128, 145, 95, 245, 940, 1143, 1360,,,,,,,,,,,,,,,,,,,,,
1164, 1102,,,,,,,,,,,,,,,,,,,,,,,,,,
1068, 1378, 183, 172,,,,,,,,,,,,,,,,,,,,,,,,
763, 940, 823,,,,,,,,,,,,,,,,,,,,,,,,,
1162, 113, 556, 1199, 829,,,,,,,,,,,,,,,,,,,,,,,
1110, 1193, 943, 134, 1004, 367, 305,,,,,,,,,,,,,,,,,,,,,
365, 781, 1091, 575,,,,,,,,,,,,,,,,,,,,,,,,
1033, 650, 240, 1056, 167, 544,,,,,,,,,,,,,,,,,,,,,,
731, 215, 205,,,,,,,,,,,,,,,,,,,,,,,,,
994, 1410, 162, 1204, 1194, 811, 401,,,,,,,,,,,,,,,,,,,,,
330,,,,,,,,,,,,,,,,,,,,,,,,,,,
996, 1412, 1308, 792, 1195,,,,,,,,,,,,,,,,,,,,,,,
1524, 488, 66,,,,,,,,,,,,,,,,,,,,,,,,,
1296, 660, 184,,,,,,,,,,,,,,,,,,,,,,,,,
310, 1153, 184, 1120, 284, 820, 38, 826,,,,,,,,,,,,,,,,,,,,
1339, 784, 1306, 884, 1006,,,,,,,,,,,,,,,,,,,,,,,
540, 1449,,,,,,,,,,,,,,,,,,,,,,,,,,
448, 1517, 282, 459, 342, 692, 1201,,,,,,,,,,,,,,,,,,,,,
1045, 929, 1278, 230, 673,,,,,,,,,,,,,,,,,,,,,,,
831, 182, 571, 548,,,,,,,,,,,,,,,,,,,,,,,,
125, 154, 797, 840, 1123, 275,,,,,,,,,,,,,,,,,,,,,,
351, 967,,,,,,,,,,,,,,,,,,,,,,,,,,
109, 858, 1313,,,,,,,,,,,,,,,,,,,,,,,,,
1379, 903, 774,,,,,,,,,,,,,,,,,,,,,,,,,
422, 345, 162, 711,,,,,,,,,,,,,,,,,,,,,,,,
47, 729, 240,,,,,,,,,,,,,,,,,,,,,,,,,
1311, 1261, 1410, 961, 751, 967, 318,,,,,,,,,,,,,,,,,,,,,
922, 872, 1022, 159, 362,,,,,,,,,,,,,,,,,,,,,,,
30, 1245,,,,,,,,,,,,,,,,,,,,,,,,,,
1324, 608, 1197, 575, 1297,,,,,,,,,,,,,,,,,,,,,,,
259, 648, 625, 1108, 1218,,,,,,,,,,,,,,,,,,,,,,,
1152, 168, 252, 2,,,,,,,,,,,,,,,,,,,,,,,,
965, 1248, 399, 243, 1125, 1181, 599,,,,,,,,,,,,,,,,,,,,,
259, 76, 625, 536, 1218, 315, 1052, 815,,,,,,,,,,,,,,,,,,,,
1153, 277, 1346, 111, 287, 171, 520,,,,,,,,,,,,,,,,,,,,,
1512, 210, 586, 1429,,,,,,,,,,,,,,,,,,,,,,,,
1057, 968, 92,,,,,,,,,,,,,,,,,,,,,,,,,
886, 636, 1385, 283, 60,,,,,,,,,,,,,,,,,,,,,,,
657, 1379, 358, 1134, 364, 701, 518,,,,,,,,,,,,,,,,,,,,,
1470, 395, 91, 174, 1483, 674, 1543, 907,,,,,,,,,,,,,,,,,,,,
1286, 797, 1120, 1296,,,,,,,,,,,,,,,,,,,,,,,,
352, 940, 318, 1040, 19, 381,,,,,,,,,,,,,,,,,,,,,,
566, 1501, 665, 1202, 6, 1208, 1131, 948,,,,,,,,,,,,,,,,,,,,
579, 769, 1345, 30, 1272, 662,,,,,,,,,,,,,,,,,,,,,,
533, 1148, 445,,,,,,,,,,,,,,,,,,,,,,,,,
1504, 816, 179, 117,,,,,,,,,,,,,,,,,,,,,,,,
1011, 1348,,,,,,,,,,,,,,,,,,,,,,,,,,
1277, 988, 711, 1127,,,,,,,,,,,,,,,,,,,,,,,,
1297, 434, 638, 854, 205, 594,,,,,,,,,,,,,,,,,,,,,,
5, 1473, 598, 1253, 431, 194,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,
671, 288, 292, 1107,,,,,,,,,,,,,,,,,,,,,,,,
221, 758, 1533, 764, 1101, 918,,,,,,,,,,,,,,,,,,,,,,
581,,,,,,,,,,,,,,,,,,,,,,,,,,,
220, 343, 1119, 763,,,,,,,,,,,,,,,,,,,,,,,,
1158, 442, 1031, 409, 1131, 1557,,,,,,,,,,,,,,,,,,,,,,
758, 282, 1297, 1368, 426,,,,,,,,,,,,,,,,,,,,,,,
625, 176, 1524,,,,,,,,,,,,,,,,,,,,,,,,,
1464, 882, 1071, 90, 333, 17, 965,,,,,,,,,,,,,,,,,,,,,
1372, 324, 767, 1409, 1039, 1322,,,,,,,,,,,,,,,,,,,,,,
1062, 1224, 1467,,,,,,,,,,,,,,,,,,,,,,,,,
570, 1186, 483,,,,,,,,,,,,,,,,,,,,,,,,,
382, 26, 1507, 1324, 315, 226,,,,,,,,,,,,,,,,,,,,,,
836, 253, 443,,,,,,,,,,,,,,,,,,,,,,,,,
662,,,,,,,,,,,,,,,,,,,,,,,,,,,
545, 722,,,,,,,,,,,,,,,,,,,,,,,,,,
905, 655, 1404, 716, 79,,,,,,,,,,,,,,,,,,,,,,,
1279, 603, 659, 77, 680, 842, 1086,,,,,,,,,,,,,,,,,,,,,
771, 882,,,,,,,,,,,,,,,,,,,,,,,,,,
451,,,,,,,,,,,,,,,,,,,,,,,,,,,
678, 589,,,,,,,,,,,,,,,,,,,,,,,,,,
92,,,,,,,,,,,,,,,,,,,,,,,,,,,
1344, 961, 551, 1367, 479, 855, 1284,,,,,,,,,,,,,,,,,,,,,
1383, 773,,,,,,,,,,,,,,,,,,,,,,,,,,
145, 894, 1350,,,,,,,,,,,,,,,,,,,,,,,,,
1344, 961, 552, 1367, 479, 855, 1284,,,,,,,,,,,,,,,,,,,,,
421, 1330,,,,,,,,,,,,,,,,,,,,,,,,,,
765, 516, 1265, 162,,,,,,,,,,,,,,,,,,,,,,,,
352, 1088, 1265, 1148, 1498, 35, 478,,,,,,,,,,,,,,,,,,,,,
806, 329, 200, 1415, 473, 184, 1465,,,,,,,,,,,,,,,,,,,,,
765, 516, 1265, 162,,,,,,,,,,,,,,,,,,,,,,,,
938, 848, 1530,,,,,,,,,,,,,,,,,,,,,,,,,
1557, 814, 1484,,,,,,,,,,,,,,,,,,,,,,,,,
1423, 708, 1297, 675, 1397, 375,,,,,,,,,,,,,,,,,,,,,,
993, 1409, 1305, 790, 1193,,,,,,,,,,,,,,,,,,,,,,,
461, 1143, 654,,,,,,,,,,,,,,,,,,,,,,,,,
1499, 185, 1427, 817, 674,,,,,,,,,,,,,,,,,,,,,,,
776,,,,,,,,,,,,,,,,,,,,,,,,,,,
1482,,,,,,,,,,,,,,,,,,,,,,,,,,,
150, 100,,,,,,,,,,,,,,,,,,,,,,,,,,
1362, 420, 1275, 1412, 270, 580, 1208,,,,,,,,,,,,,,,,,,,,,
1323, 194, 1196, 160, 1296,,,,,,,,,,,,,,,,,,,,,,,
379, 435, 1411, 456, 618, 861,,,,,,,,,,,,,,,,,,,,,,
112, 222, 305, 56, 805, 1260,,,,,,,,,,,,,,,,,,,,,,
911, 701, 918, 269, 658, 635, 1117,,,,,,,,,,,,,,,,,,,,,
19, 1487, 612, 1267, 445, 208,,,,,,,,,,,,,,,,,,,,,,
794, 1023, 1067,,,,,,,,,,,,,,,,,,,,,,,,,
114, 1383, 1106, 1522, 274, 1316,,,,,,,,,,,,,,,,,,,,,,
435, 1090, 268, 445, 329, 678, 774,,,,,,,,,,,,,,,,,,,,,
806, 330, 1345, 1416, 474, 1329,,,,,,,,,,,,,,,,,,,,,,
1026, 910, 1259, 211, 240,,,,,,,,,,,,,,,,,,,,,,,
760, 284, 1299, 1370, 428,,,,,,,,,,,,,,,,,,,,,,,
800, 1083, 235, 79,,,,,,,,,,,,,,,,,,,,,,,,
415,,,,,,,,,,,,,,,,,,,,,,,,,,,
1187, 1016, 700, 91,,,,,,,,,,,,,,,,,,,,,,,,
51, 733, 244,,,,,,,,,,,,,,,,,,,,,,,,,
506, 389,,,,,,,,,,,,,,,,,,,,,,,,,,
696, 979, 130, 1118,,,,,,,,,,,,,,,,,,,,,,,,
427, 922,,,,,,,,,,,,,,,,,,,,,,,,,,
1490, 880,,,,,,,,,,,,,,,,,,,,,,,,,,
468, 1150, 248, 984,,,,,,,,,,,,,,,,,,,,,,,,
1169, 188, 431, 115, 1063,,,,,,,,,,,,,,,,,,,,,,,
465, 575, 659, 409, 1158, 55, 1391, 1012,,,,,,,,,,,,,,,,,,,,
1397,,,,,,,,,,,,,,,,,,,,,,,,,,,
1307, 298, 208, 890, 402, 724, 901, 784,,,,,,,,,,,,,,,,,,,,
1173, 191, 434, 118, 1067,,,,,,,,,,,,,,,,,,,,,,,
768, 292, 1307, 1378, 435,,,,,,,,,,,,,,,,,,,,,,,
315, 1051, 1228, 1112, 1461, 1557,,,,,,,,,,,,,,,,,,,,,,
108, 1323, 381, 91,,,,,,,,,,,,,,,,,,,,,,,,
814, 936, 154, 943, 1280, 1097, 88,,,,,,,,,,,,,,,,,,,,,
415, 1190, 814, 365, 568, 785,,,,,,,,,,,,,,,,,,,,,,
380,,,,,,,,,,,,,,,,,,,,,,,,,,,
819, 1196, 480, 1069,,,,,,,,,,,,,,,,,,,,,,,,
1220, 211, 122, 804, 1459, 638, 401,,,,,,,,,,,,,,,,,,,,,
633, 1436, 999, 1482, 34, 117, 1426,,,,,,,,,,,,,,,,,,,,,
1260, 1010, 201, 656, 434, 1516,,,,,,,,,,,,,,,,,,,,,,
767, 971, 1187, 124, 927, 904,,,,,,,,,,,,,,,,,,,,,,
1486, 305, 733, 178, 700,,,,,,,,,,,,,,,,,,,,,,,
274, 556, 1266, 1110,,,,,,,,,,,,,,,,,,,,,,,,
1475, 479, 1082, 100, 1487, 1171,,,,,,,,,,,,,,,,,,,,,,
529, 212,,,,,,,,,,,,,,,,,,,,,,,,,,
449, 744,,,,,,,,,,,,,,,,,,,,,,,,,,
958, 1453, 698, 675,,,,,,,,,,,,,,,,,,,,,,,,
829, 579, 1328, 225,,,,,,,,,,,,,,,,,,,,,,,,
599, 948, 1458, 343,,,,,,,,,,,,,,,,,,,,,,,,
186, 1521, 1045, 502, 572, 1188, 485,,,,,,,,,,,,,,,,,,,,,
853, 1057,,,,,,,,,,,,,,,,,,,,,,,,,,
1047, 1224, 1107, 1457,,,,,,,,,,,,,,,,,,,,,,,,
382, 438, 1414, 45, 621, 864,,,,,,,,,,,,,,,,,,,,,,
1048, 239, 695, 472, 1554, 1011, 1082,,,,,,,,,,,,,,,,,,,,,
